"","year","site","family","n","bm_s","bm_se","den_s","den_se","l_n","l_s","l_se"
"1","2019","Bachelor's Beach","Haemulidae",10,446.9225,96.760084546764,5.75,1.52878754509078,10,16.2822222222222,0.597981171510844
"2","2019","Bachelor's Beach","Lutjanidae",10,244.170833333333,92.0444295081034,1.16666666666667,0.376796110173626,7,22.8214285714286,2.48516954135567
"3","2019","Bachelor's Beach","Serranidae",10,69.9483333333333,21.9928315271192,1.41666666666667,0.305555555555556,9,13.7037037037037,0.861907238507425
"4","2019","Windsock","Haemulidae",9,775.074074074074,216.85652125996,15,5.29055470965025,9,16.5087606837607,1.27449150234945
"5","2019","Windsock","Lutjanidae",9,565.187962962963,186.347234298066,3.33333333333333,1.60174480481539,7,24.6329365079365,1.52663454443096
"6","2019","Windsock","Serranidae",9,337.973148148148,110.100878509871,4.16666666666667,1.10239637961025,8,16.6546626984127,0.846295175352708
"7","2019","18th Palm","Haemulidae",9,286.54537037037,160.167555845216,3.24074074074074,1.89645362483926,8,17.9261363636364,1.00029281058435
"8","2019","18th Palm","Lutjanidae",9,1014.63703703704,523.019379102242,2.87037037037037,1.15462628827222,9,24.2111111111111,2.7013599684256
"9","2019","18th Palm","Serranidae",9,169.211111111111,55.9280062810581,1.85185185185185,0.476649543564213,8,16.7708333333333,1.19975919376176
"10","2019","Calabas","Haemulidae",6,478.869444444444,175.838201271039,2.5,0.713624032148063,6,22.1865079365079,3.24083927071899
"11","2019","Calabas","Lutjanidae",6,711.9,321.230691637645,2.22222222222222,1.17194572831828,4,26.5555555555556,2.92788846512252
"12","2019","Calabas","Serranidae",6,225.875,96.582197865054,2.63888888888889,0.624227918173451,6,16.2777777777778,1.59319540701644
"13","2019","Front Porch","Haemulidae",10,606.755,351.126770853755,6.41666666666667,4.12020390841443,10,19.2551282051282,0.932473246515895
"14","2019","Front Porch","Lutjanidae",10,427.275,162.962584624982,2,0.888888888888889,6,25.364898989899,1.39352268786106
"15","2019","Front Porch","Serranidae",10,338.495,96.846666172695,3.91666666666667,1.1788386207735,9,18.5235042735043,1.11009054872634
"16","2019","Forest","Haemulidae",4,31.96875,31.96875,0.416666666666667,0.416666666666667,1,17.5,NA
"17","2019","Forest","Lutjanidae",4,0,0,0,0,NA,NA,NA
"18","2019","Forest","Serranidae",4,309,93.7272875574151,3.75,0.721687836487032,4,16.7083333333333,1.66996201997176
"19","2019","Reef Scientifico","Haemulidae",8,765.070833333333,362.635162007501,8.75,4.6558122064348,8,18.8413312693498,1.08043595045853
"20","2019","Reef Scientifico","Lutjanidae",8,658.708333333333,239.858702412516,1.5625,0.429490169335173,6,29.2916666666667,2.88111266443803
"21","2019","Reef Scientifico","Serranidae",8,229.801041666667,74.9609154515278,2.08333333333333,0.721687836487032,7,19.0952380952381,0.809873873890236
"22","2019","Barcadera","Haemulidae",4,336.422916666667,305.582336971056,3.33333333333333,2.78471356330048,3,16.952380952381,1.11371576795491
"23","2019","Barcadera","Lutjanidae",4,332.88125,248.283209389047,1.04166666666667,0.788737270250038,2,28.875,1.125
"24","2019","Barcadera","Serranidae",4,267.96875,110.330772008653,3.75,1.54035229255686,4,16.5416666666667,1.02147088934427
"25","2019","Oil Slick Leap","Haemulidae",11,136.559848484848,29.8170663882743,1.66666666666667,0.317820863081864,10,17.575,0.628103406207042
"26","2019","Oil Slick Leap","Lutjanidae",11,227.27803030303,84.528981942427,0.757575757575758,0.237158724886341,7,28.047619047619,3.45295561719682
"27","2019","Oil Slick Leap","Serranidae",11,119.177272727273,43.3116098534167,2.1969696969697,0.628377010706901,10,14.2355555555556,1.17147720751905
"28","2019","Karpata","Haemulidae",12,70.6166666666667,34.2309510269153,0.694444444444444,0.268140916434284,5,17.5,1.3228756555323
"29","2019","Karpata","Lutjanidae",12,610.623611111111,164.548987989832,1.31944444444444,0.33172486503585,9,31.5277777777778,2.12667871237736
"30","2019","Karpata","Serranidae",12,60.9340277777778,18.8708041431516,1.25,0.332385014673944,8,14.53125,0.612764661802529
"31","2019","No Dive Reserve","Haemulidae",10,401.7875,145.830353775118,2.66666666666667,1.20953005872651,7,22.5142857142857,2.32974618985543
"32","2019","No Dive Reserve","Lutjanidae",10,519.604166666667,270.293832697331,1.58333333333333,0.7076521779365,7,27.4761904761905,1.47439727234706
"33","2019","No Dive Reserve","Serranidae",10,241.396666666667,58.763147402029,2.33333333333333,0.477906959280146,9,18.9666666666667,1.59635000339316
